0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,1,2000000000000000000,MyNft
0x08e89a2a1660CE48f3178b4Ea88F49b7593576ba,5,10000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,7,14000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,9,18000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,11,22000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,13,26000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,15,30000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,17,34000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,19,38000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,21,42000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,23,46000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,25,50000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,27,54000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,29,58000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,31,62000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,33,66000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,35,70000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,37,74000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,39,78000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,41,82000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,43,86000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,45,90000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,47,94000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,49,98000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,51,102000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,53,106000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,55,110000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,57,114000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,59,118000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,61,122000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,63,126000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,65,130000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,67,134000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,69,138000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,71,142000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,73,146000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,75,150000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,77,154000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,79,158000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,81,162000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,83,166000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,85,170000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,87,174000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,89,178000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,91,182000000000000000000,MyNft
0x08e89a2a1660CE48f3178b4Ea88F49b7593576ba,3,6000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,93,186000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,95,190000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,97,194000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,99,198000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,101,202000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,103,206000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,105,210000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,107,214000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,109,218000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,111,222000000000000000000,MyNft
0xbf4a480D3009348FDF523A43Ba33220566fC1e4E,113,226000000000000000000,MyNft
